Situation,emotion,empathetic_dialogues,baseline_prediction,baseline_raw_output,theory_prediction,theory_raw_output,theory_estimated_vec,theory_true_vad_error,baseline_correct,theory_correct,true_macro_3d,baseline_macro_3d,theory_macro_3d,baseline_vad_error,theory_vad_error
"i missed my period, took a pregnancy test, and it's positive. I am not doing okay",sad,"Customer :a month and a half I would say..
Agent :",afraid,afraid,afraid,"REASONING: The speaker is facing a sudden, life-changing situation and explicitly says they are not okay. This suggests strong negative distress, anxiety, and a sense of being overwhelmed or out of control, with no clear target to blame.  
VAD_Estimate: [V: -0.68, A: +0.55, D: -0.48]  
EMOTION: afraid",[-0.68  0.55 -0.48],0.8351047838445186,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
I finished my favorite show a few days ago. I was really angry but happy at the same time,sad,"Customer :I finished my favorite show a few days ago. I was really angry but happy at the same time
Agent :",angry,angry,angry,"REASONING: The speaker explicitly reports mixed emotions, but “really angry” is the stronger, emphasized emotion; anger brings negative valence, high arousal, and assertive control, though the simultaneous happiness softens the negativity.
VAD_Estimate: [V: -0.35, A: +0.60, D: +0.30]
EMOTION: angry",[-0.35  0.6   0.3 ],1.110045044131093,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I purchased a robot. And the robot got broken after using it for just one week.,sad,"Customer :What kind of robot is it? What does it do?
Agent :",angry,angry,angry,"REASONING: The situation describes frustration over a faulty product, which triggers irritation and a sense of being wronged rather than helpless sadness. This suggests negative valence, moderate-to-high arousal, and some assertive control from blaming the defect.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.9381897462667134,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
i was not happy when i couldnt get out of work on time,sad,"Customer :i was not happy when i couldnt get out of work on time
Agent :",angry,angry,angry,"REASONING: The speaker expresses displeasure and frustration about being delayed from leaving work; the negativity is paired with irritation and mild agitation rather than helpless fear or passive sadness. This points toward anger.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.10]
EMOTION: angry",[-0.55  0.55  0.1 ],0.9293546147730694,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
it upset me when i saw my food was taken out of the fridge at work today,sad,"Customer :Oh no! Did you end up finding out who did it?
Agent :",angry,angry,angry,"REASONING: The situation involves a personal boundary violation at work, causing irritation and frustration rather than fear or passive sadness. The speaker feels targeted but not genuinely threatened, so valence is negative, arousal is moderately high, and dominance reflects mild assertiveness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I cried when I heard Top Gun 2 was being made.,sad,"Customer :No, sadness. I know it won't be good and will ruin the first movie.
Agent :",joyful,joyful,joyful,"REASONING: Crying upon hearing about a highly anticipated sequel suggests overwhelming positive excitement and happy tears, not sadness or fear. The event is pleasurable and energizing, with a moderate sense of eager anticipation.
VAD_Estimate: [V: +0.70, A: +0.55, D: +0.20]
EMOTION: joyful",[0.7  0.55 0.2 ],1.6499090884045702,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
Gotta admit it hurt a lot to find out that my ex had moved on so quickly.  But looking back it probably wasn't meant to be...and now I'm living my best life really,sad,"Customer :I'm the best I've ever been actually...fully self-employed, eating well, in the company of great friends...it's like life's starting to cut me some slack
Agent :",joyful,joyful,sad,"REASONING: The event itself—discovering the ex had moved on—was painful, not exhilarating; reflection and current happiness do not change the emotion felt at that moment. This is low-energy, negatively valenced, and relatively passive, fitting sadness rather than anger or fear.  
VAD_Estimate: [V: -0.55, A: -0.20, D: -0.40]  
EMOTION: sad",[-0.55 -0.2  -0.4 ],0.12727922061357855,False,True,Negative_Moderate_Submissive,Positive_High_Dominant,Negative_Moderate_Submissive,1.7195929750961416,0.0
I am feeling this way because my son is turning 2 soon.,sad,"Customer :We are going to have a small get together with family!
Agent :",joyful,joyful,joyful,"REASONING: A child’s second birthday is a positive developmental milestone, evoking warmth, pride, and happiness rather than distress or fear. The feeling is pleasant, moderately activating, and empowering.
VAD_Estimate: [V: +0.75, A: +0.45, D: +0.35]
EMOTION: joyful",[0.75 0.45 0.35],1.698587648606924,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
Someone ran over my dog and then ran away,sad,"Customer :Did you contact the police?
Agent :",angry,angry,angry,"REASONING: The event involves a clear external cause—the hit-and-run driver—and the speaker is likely to feel frustrated, blaming, and confrontational about the injustice, indicating anger rather than passive sadness or fear.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],1.0218610473053564,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
My girlfriend left me for my best friend,sad,"Customer :It made me feel horrible, I was sad about it
Agent :",angry,angry,angry,"REASONING: The situation describes a clear interpersonal betrayal with identifiable agents (girlfriend and best friend), which triggers active irritation and blame rather than passive helplessness. Negative valence, high arousal from frustration, and moderate assertive control point to anger.
VAD_Estimate: [V: -0.65, A: +0.60, D: +0.25]
EMOTION: angry",[-0.65  0.6   0.25],1.0458011283222064,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
My dog got out and I haven't found her yet. I hope she's ok,sad,"Customer :I'm not sure. She's probably around the neighborhood somewhere, but I haven't found her yet. I hope she's ok
Agent :",afraid,afraid,afraid,"REASONING: The speaker is experiencing anxious uncertainty about the dog’s safety, with worry and helplessness rather than anger or sadness. Negative valence, elevated arousal, and low control over the situation point to fear.
VAD_Estimate: [V: -0.60, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.6   0.55 -0.4 ],0.8235289915965316,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
Someone ran over my dog and then ran away,sad,"Customer :Yes, and my dog was very hurt
Agent :",angry,angry,angry,"REASONING: The event is strongly negative and involves a clear human cause — a hit-and-run driver — which triggers outrage and a desire to blame. The high arousal comes from the injustice and frustration, with moderate dominance reflecting assertive anger rather than helpless fear or passive grief.  
VAD_Estimate: [V: -0.60, A: +0.65, D: +0.20]  
EMOTION: angry",[-0.6   0.65  0.2 ],1.0621675950620977,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I got into an argument with my husband last night.,sad,"Customer :i hope everything will go back to normal asap and i hope he will apologize for making you feel small
Agent :",angry,angry,angry,"REASONING: The situation describes a conflict with a specific person, which typically involves active frustration, irritation, and assertive confrontation. This suggests negative valence, high arousal, and moderate dominance, aligning with anger rather than sadness or fear.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],1.048665819029113,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
Some angry mob came to the mull yesterday,sad,"Customer :What stuff? 
Agent :",afraid,afraid,afraid,"REASONING: An angry mob arriving is an unpredictable and potentially dangerous situation, creating high arousal and strong feelings of vulnerability with no sense of control. This aligns with fear rather than anger, sadness, or joy.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.8810221336606703,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
My wife got sick about two weeks ago and it was something serious.,sad,"Customer :Oh no! I am sorry to hear that. Is she feeling any better?
Agent :",afraid,afraid,afraid,"REASONING: A serious illness in a loved one is an uncontrollable and threatening event, creating worry, helplessness, and high emotional distress rather than anger or sadness. This aligns with high displeasure, high arousal, and low dominance.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.65  0.55 -0.45],0.8289752710425082,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
I think my friend stole some money from me. I don't know what to do.,sad,"Customer :That sounds really nice.  Did you have fun?
Agent :",angry,angry,sad,"REASONING: The situation involves suspected betrayal by a friend, creating negative feelings of hurt and helplessness. There is low-to-moderate arousal and low dominance due to uncertainty about what to do, which aligns more with sad than angry.
VAD_Estimate: [V: -0.65, A: -0.25, D: -0.40]
EMOTION: sad",[-0.65 -0.25 -0.4 ],0.07549834435270751,False,True,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_Moderate_Submissive,1.044222198576529,0.0
when i found out that my daughter had a bad reaction to her shot. it was scary,sad,"Customer :Oh no! Is everything okay now?
Agent :",afraid,afraid,afraid,"REASONING: The speaker explicitly describes the situation as ""scary,"" indicating fear and vulnerability during the event, with high arousal and low dominance consistent with the afraid prototype.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.8757853618324527,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
I'm upset that my husband is lazy,sad,"Customer :Could there be a reason that he is?
Agent :",angry,angry,angry,"REASONING: The speaker explicitly expresses ""upset"" and blames a specific person (""my husband"") for a frustrating behavior (""lazy""), indicating active irritation and blame rather than helplessness or sadness. This aligns with high negative valence, moderate-high arousal, and assertive control.

VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.9381897462667134,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I have been watching dramas all week. They are so heart warming.,sad,"Customer :I used to not like dramas because they were too emotional
Agent :",joyful,joyful,joyful,"REASONING: The situation describes a positive, pleasant reaction to heart-warming dramas, indicating high pleasure, moderate emotional engagement, and a sense of comfort rather than distress. This aligns with the joyful prototype.
VAD_Estimate: [V: +0.75, A: +0.40, D: +0.30]
EMOTION: joyful",[0.75 0.4  0.3 ],1.6583726963502505,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
im not about that I have to give my spot to someone else,sad,"Customer :im not about that I have to give my spot to someone else 
Agent :",angry,angry,angry,"REASONING: The speaker is actively resisting an unfair demand, expressing frustration and irritation rather than helplessness or fear. This is negative in valence, moderately high in arousal, and assertive in dominance, matching anger.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],1.048665819029113,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
My little boy is starting Kindergarten in a few days,sad,"Customer :That's great, on both counts. You must be so proud of them both.
Agent :",joyful,joyful,joyful,"REASONING: This is a positive life milestone for the parent, evoking pride, warmth, and eager anticipation rather than fear or sadness. Valence is positive, arousal is moderately elevated from excitement, and dominance is somewhat positive due to a sense of proud control.

VAD_Estimate: [V: +0.70, A: +0.40, D: +0.30]
EMOTION: joyful",[0.7 0.4 0.3],1.617003401356967,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
"My dog passed away this morning. He was 13 years old, a golden lab. I'm just happy he's not in pain anymore.",sad,"Customer :Sorry to hear that, will you get another dog?
Agent :",joyful,joyful,joyful,"REASONING: The speaker explicitly says they are “happy” their dog is no longer in pain, so the explicit emotion label controls despite the loss. This reflects relief and positive acceptance, with moderate arousal and a sense of peace/control.

VAD_Estimate: [V: +0.70, A: +0.30, D: +0.30]
EMOTION: joyful",[0.7 0.3 0.3],1.578195171707226,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
Recently my refrigerator broke.  I had to throw away all of my food and spend $1400 on a new one.,sad,"Customer :That is such a stressful thing to come home to!
Agent :",angry,angry,angry,"REASONING: The broken refrigerator caused a frustrating financial loss and inconvenience, with irritation directed at the situation rather than sadness or fear. This active frustration suggests negative valence, moderate-to-high arousal, and some assertive control.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.9381897462667134,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
My daughter is graduating middle school this year. I have always been stressed about her going to high school,sad,"Customer :Oh man, I feel for you.  Kids grow up so fast.  Do you feel prepared for it?
Agent :",afraid,afraid,afraid,"REASONING: The speaker explicitly describes feeling “stressed” about her daughter entering high school, which reflects ongoing worry and anxiety about an uncertain future event. This is high arousal, negative valence, and low perceived control, matching fear/anxiety rather than anger or joy.
VAD_Estimate: [V: -0.60, A: +0.60, D: -0.40]
EMOTION: afraid",[-0.6  0.6 -0.4],0.8733269719870101,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
it upset me when i saw my food was taken out of the fridge at work today,sad,"Customer :it upset me when i saw my food was taken out of the fridge at work today
Agent :",angry,angry,angry,"REASONING: The speaker explicitly says they were upset, but the situation involves irritation and frustration over someone taking their food, which is a blameworthy act by another person. This fits an anger profile: negative valence, moderate-high arousal, and somewhat assertive control.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],1.0075713374247999,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I feel bad I don't always get to go through bad things and full get healed. I have someone who was around me during the worst times of my life who took that away from me and made the focus be on them..which disrupted my process of grief and healing/,sad,"Customer :Well I hate going through anything bad..but I never get to go through the process of it and get healed because I have someone who was around me during the worst times of my life who took that away from me and made the focus be on them..which disrupted my process of grief and healing
Agent :",angry,angry,angry,"REASONING: The speaker expresses frustration and blame toward a specific person who disrupted their grief and healing, which reflects active irritation and resentment rather than passive sadness or fear. Valence is clearly negative, arousal is moderately high due to the complaining tone, and dominance is slightly assertive because the speaker is identifying a wrong done to them.

VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
"so sorry apple has hit the trillion dollar value today, i think they are an evil company who bring out the same product year in and year out and call it groundbreaking",sad,"Customer :and everything the release they claim tis groundbreaking wile other phones had the same features for eyars
Agent :",angry,angry,angry,"REASONING: The speaker expresses irritation and contempt toward Apple, blaming the company for repetitive products and misleading marketing. This is a clear negative appraisal with active frustration and assertive criticism, not fear, sadness, or joy.
VAD_Estimate: [V: -0.50, A: +0.55, D: +0.30]
EMOTION: angry",[-0.5   0.55  0.3 ],1.0422091920531118,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I cant belive my friend is getting married. He fiance is terrible,sad,"Customer :That's great! Are you going to be in the wedding?
Agent :",angry,angry,angry,"REASONING: The speaker is disapproving and irritated about the friend’s choice, with a critical and assertive tone rather than fear or sadness. This points to negative valence, heightened arousal, and moderate dominance.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.25]
EMOTION: angry",[-0.55  0.6   0.25],1.048665819029113,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I finished my favorite show a few days ago. I was really angry but happy at the same time,sad,"Customer :I finished Daredevil, I loved that show, Im just glad that the Marvel shows are connected
Agent :",angry,angry,angry,"REASONING: The speaker explicitly reports mixed feelings, but “really angry” is the emphasized primary emotion, with high displeasure, high arousal, and assertive frustration; the happiness is secondary, so the closest benchmark profile is anger.
VAD_Estimate: [V: -0.30, A: +0.55, D: +0.30]
EMOTION: angry",[-0.3   0.55  0.3 ],1.0854492157627644,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
when i found out that my daughter had a bad reaction to her shot. it was scary,sad,"Customer :The other day my daughter got her 4th DTAP vaccine and she had a bad reaction to it. 
Agent :",afraid,afraid,afraid,"REASONING: The explicit word ""scary"" indicates fear during the event; discovering a daughter’s bad reaction to a shot involves high unpleasantness, high arousal, and low control/vulnerability.
VAD_Estimate: [V: -0.64, A: +0.60, D: -0.43]
EMOTION: afraid",[-0.64  0.6  -0.43],0.8757853618324527,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
I can never figure out why my wife is so grumpy.,sad,"Customer :I can never figure out why my wife is so grumpy.
Agent :",angry,angry,angry,"REASONING: The speaker is expressing frustration and irritation about their wife’s ongoing grumpiness, with a complaining tone rather than fear or sadness. This points to negative valence, moderate-to-high arousal, and some assertive irritation.
VAD_Estimate: [V: -0.55, A: +0.50, D: +0.20]
EMOTION: angry",[-0.55  0.5   0.2 ],0.9381897462667134,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
Recently my refrigerator broke.  I had to throw away all of my food and spend $1400 on a new one.,sad,"Customer :Yes. Not only did I have to pay $1400 for a new one, I had to throw away all my food. 
Agent :",angry,angry,angry,"REASONING: The situation involves a costly, inconvenient loss of food and money, which triggers frustration and irritation rather than helplessness or fear. The active annoyance and sense of being wronged by the malfunction point to anger, with negative valence, moderately high arousal, and some assertive control in criticizing the situation.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I dropped a bowl of mashed potatoes and it smashed all over the floor,sad,"Customer :that's good. what are you having for dinner?
Agent :",angry,angry,angry,"REASONING: The dropped bowl creates an unpleasant, messy situation that likely triggers immediate frustration and irritation, not fear or sadness. The sudden accident produces moderate-to-high arousal, and the speaker retains enough control to respond with annoyance rather than helplessness.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.25]
EMOTION: angry",[-0.55  0.55  0.25],1.0075713374247999,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I just preordered Black Ops 4. I can't play until October though,sad,"Customer :October? I thought most Call of Duty games come out in November?
Agent :",joyful,joyful,sad,"REASONING: The excitement of preordering is dampened by the long wait to play, creating disappointment and resignation rather than active anger or fear. This is a mildly unpleasant, low-energy, low-control feeling aligned with sadness.
VAD_Estimate: [V: -0.50, A: -0.25, D: -0.30]
EMOTION: sad",[-0.5  -0.25 -0.3 ],0.13490737563232044,False,True,Negative_Moderate_Submissive,Positive_High_Dominant,Negative_Moderate_Submissive,1.7195929750961416,0.0
"I am trying to sell my house for 89k dollars, I have been in a bad financial situation, my nephew knows it, and now he is trying to buy my house just for 75k, trying to take advance of my situation",sad,"Customer :I'm sorry you're having to go through that, I hope you're able to sell the home for a better price.
Agent :",angry,angry,angry,"REASONING: The speaker is being financially exploited by a family member who knows their vulnerability, which triggers active irritation, resentment, and a sense of being wronged rather than helpless fear or sadness. This is negative, high-arousal frustration with assertive blame toward the nephew.
VAD_Estimate: [V: -0.65, A: +0.60, D: +0.20]
EMOTION: angry",[-0.65  0.6   0.2 ],1.018920997918877,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
Someone ran over my dog and then ran away,sad,"Customer :Thats terrible. Some people are scumbags.
Agent :",angry,angry,angry,"REASONING: A specific person caused harm to the speaker's dog and fled, triggering blame, outrage, and frustration rather than passive grief or fear. This is a negative, high-arousal, moderately assertive reaction directed at the driver.
VAD_Estimate: [V: -0.55, A: +0.60, D: +0.20]
EMOTION: angry",[-0.55  0.6   0.2 ],1.0218610473053564,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
I used to be miserable when no one would text me and I'd spend the weekend solo at my parents' house...now I've got to turn off my phone just to get away from it all,sad,"Customer :I used to be miserable when no one would hit me up and I'd spend the weekend solo at my parents' house...now I turn off my phone just to keep from getting distracted
Agent :",joyful,joyful,sad,"REASONING: The speaker explicitly recalls being “miserable” when isolated and alone, which signals dejection and loneliness rather than frustration or fear. This is negative in valence, low energy/passive, and low in control, matching sadness.

VAD_Estimate: [V: -0.65, A: -0.25, D: -0.35]

EMOTION: sad",[-0.65 -0.25 -0.35],0.034641016151377546,False,True,Negative_Moderate_Submissive,Positive_High_Dominant,Negative_Moderate_Submissive,1.7195929750961416,0.0
My car fuel gauge is not working. It left me on the side of the road without gas in the middle of nowhere !,sad,"Customer :Yes, I played the radio, until someone I knew passed by to stop to inquire. Good thing I live in a small town where everyone knows me 
Agent :",angry,angry,afraid,"REASONING: Being stranded without gas in an isolated area is highly unpleasant and unsettling; the situation feels urgent yet uncontrollable, with no clear remedy and a sense of helplessness. This points to negative valence, high arousal, and low dominance.
VAD_Estimate: [V: -0.70, A: +0.55, D: -0.45]
EMOTION: afraid",[-0.7   0.55 -0.45],0.83168503653727,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Submissive,1.044222198576529,0.8757853618324527
My favorite tea cup was broken. It makes me worry a lot.,sad,"Customer :Yeah, everything is fine. But my favorite tea cup was broken.
Agent :",afraid,afraid,afraid,"REASONING: The speaker explicitly says the broken cup “makes me worry a lot,” indicating anxiety and unease rather than sadness or anger. This suggests negative valence, elevated arousal from worry, and low dominance due to feeling unsettled.
VAD_Estimate: [V: -0.55, A: +0.55, D: -0.35]
EMOTION: afraid",[-0.55  0.55 -0.35],0.8241359111214606,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
My 10 year old cat is starting to get sick a lot. I'm worried about her.,sad,"Customer :Nope, she's been very healthy. She's just getting old.
Agent :",afraid,afraid,afraid,"REASONING: The speaker explicitly says “worried,” which signals fear/anxiety about the cat’s health. The situation is unpleasant, mentally activating, and feels uncontrollable, aligning with vulnerable concern rather than anger or sadness.

VAD_Estimate: [V: -0.60, A: +0.60, D: -0.43]

EMOTION: afraid",[-0.6   0.6  -0.43],0.8762419757121888,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
"I went to Whataburger a few days ago and they messed up my order, they put onions on my burger and the taste of onions make me feel sick.",sad,"Customer :Man I went to Whataburger and they messed up my order
Agent :",angry,angry,angry,"REASONING: The speaker is upset by a specific, blameworthy mistake made by Whataburger, causing irritation and frustration rather than sadness or fear. This fits high displeasure, moderate-high arousal, and assertive blame.
VAD_Estimate: [V: -0.51, A: +0.59, D: +0.25]
EMOTION: angry",[-0.51  0.59  0.25],1.044222198576529,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
"my grandmother has major back surgery next week, im not looking forward to it",sad,"Customer :oh no. is she alright?
Agent :",afraid,afraid,afraid,"REASONING: The speaker is dreading their grandmother’s upcoming major surgery, indicating worry and apprehension about a future, uncertain health threat. This evokes negative valence, heightened anxious arousal, and low control over the outcome.
VAD_Estimate: [V: -0.65, A: +0.55, D: -0.40]
EMOTION: afraid",[-0.65  0.55 -0.4 ],0.8232253640407347,False,False,Negative_Moderate_Submissive,Negative_High_Submissive,Negative_High_Submissive,0.8757853618324527,0.8757853618324527
I do not want my vacation to end. I would like to stay here forever,sad,"Customer :I do not want my vacation to end.
Agent :",joyful,joyful,sad,"REASONING: The speaker’s focus is on the unpleasant prospect of the vacation ending, producing wistfulness and reluctance rather than joy or excitement. This is a low-arousal, slightly negative state with a sense of helplessness over the inevitable end.

VAD_Estimate: [V: -0.45, A: -0.30, D: -0.35]
EMOTION: sad",[-0.45 -0.3  -0.35],0.18357559750685817,False,True,Negative_Moderate_Submissive,Positive_High_Dominant,Negative_Moderate_Submissive,1.7195929750961416,0.0
I think my friend stole some money from me. I don't know what to do.,sad,"Customer :I had a few friends over for drinks the other night
Agent :",angry,angry,sad,"REASONING: The situation involves suspected betrayal and loss, producing negative valence. The speaker’s uncertainty and helplessness (“I don’t know what to do”) indicate low dominance and relatively low arousal, not the high-energy assertiveness of anger or high-arousal vulnerability of fear.

VAD_Estimate: [V: -0.60, A: -0.30, D: -0.40]

EMOTION: sad",[-0.6 -0.3 -0.4],0.0818535277187245,False,True,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_Moderate_Submissive,1.044222198576529,0.0
I purchased a robot. And the robot got broken after using it for just one week.,sad,"Customer :No I have not? I think it might be fun though. Have you?
Agent :",angry,angry,angry,"REASONING: The robot breaking after just one week is a frustrating and disappointing negative event, with irritation directed at the product's poor quality. This involves active annoyance rather than helplessness or sadness, fitting an anger profile.
VAD_Estimate: [V: -0.55, A: +0.55, D: +0.20]
EMOTION: angry",[-0.55  0.55  0.2 ],0.979642792042079,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Moderate,1.044222198576529,1.044222198576529
Some angry mob came to the mull yesterday,sad,"Customer :Gold,chains and other stuff
Agent :",angry,angry,afraid,"REASONING: An angry mob arriving is an unpredictable, potentially dangerous situation with no clear personal recourse, triggering threat-related apprehension rather than anger or joy. This is high negative arousal with low control, matching fear.
VAD_Estimate: [V: -0.70, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.7   0.6  -0.45],0.8810221336606703,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Submissive,1.044222198576529,0.8757853618324527
I was watching a TV show and the couple were getting married. It was so sweet that it made me cry.,sad,"Customer :I was watching a TV show and the couple were getting married. It was so sweet that it made me cry.
Agent :",joyful,joyful,joyful,"REASONING: The situation is positive and heartwarming; crying from sweetness indicates emotional engagement and pleasure, with moderate arousal and a sense of warmth rather than vulnerability.
VAD_Estimate: [V: +0.75, A: +0.45, D: +0.30]
EMOTION: joyful",[0.75 0.45 0.3 ],1.6791962362987833,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
I was unable to help my friend who's in need. But I tried my level best to help her to solve the issue. She understand and get the issue solved through our another colleague.,sad,"Customer :I hope she did.
Agent :",joyful,joyful,joyful,"REASONING: The situation ends with the friend's issue resolved and mutual understanding, creating a positive, relieved emotional tone despite the initial inability to help directly. Valence is clearly positive, arousal is moderate (active effort but not intense excitement), and dominance is slightly positive because the speaker contributed and the outcome was collaborative.

VAD_Estimate: [V: +0.55, A: +0.30, D: +0.15]
EMOTION: joyful",[0.55 0.3  0.15],1.395600229292042,False,False,Negative_Moderate_Submissive,Positive_High_Dominant,Positive_High_Dominant,1.7195929750961416,1.7195929750961416
Some angry mob came to the mull yesterday,sad,"Customer :They stole some stuff
Agent :",angry,angry,afraid,"REASONING: An angry mob approaching is an unpredictable, threatening situation with potential danger, triggering fear and vulnerability rather than anger or joy. Negative valence, high arousal, and low dominance fit the afraid prototype.
VAD_Estimate: [V: -0.65, A: +0.60, D: -0.45]
EMOTION: afraid",[-0.65  0.6  -0.45],0.8784645695758025,False,False,Negative_Moderate_Submissive,Negative_High_Moderate,Negative_High_Submissive,1.044222198576529,0.8757853618324527
